target_id,chapter,paper_figure_number,paper_page,pdf_page,paper_caption,paper_caption_status,paper_asset,reproduction_asset,comparison_asset,research_object,research_object_en,model,coordinate_system,main_parameters,numerical_method,script,data_source,current_source_layer,status,evidence,quantitative_validation,consistency,consistency_cn,difference,difference_cn,difference_reason,difference_reason_cn,limitation,limitation_cn,next_action,reproduction_grade,grade_boundary,uses_proxy,notes
4.5,4,Fig. 4.5,91,107,"Figure 4.5. Unstable manifold in the +x-direction for an Earth-Moon L1 quasi-vertical orbit (JC = 3.1389). Trajectories associated with one invariant curve are shown in black. A snap shot of the points are recorded after (a) 8.05 days, (b) 10.08 days, (c) 11.77 days and (d) 13.46 days.",pdf_caption_block,reports/mccarthy2018_figure_comparison/assets/original/fig_4_5_original.png,reports/mccarthy2018_figure_comparison/assets/reproduced/fig_4_5_reproduced.png,reports/mccarthy2018_figure_comparison/assets/comparison/fig_4_5_comparison.png,拟垂直 +x 方向不稳定流形,Quasi-vertical unstable manifold in +x direction,Earth-Moon CR3BP,主星-次星质心旋转（synodic）无量纲坐标；图中物理量按脚本输出为无量纲量、km 或 day,"L1 quasi-vertical +x unstable manifold; JC=3.1389; snapshots=8.05,10.08,11.77,13.46 day",固定时刻全环面流形传播、局部 STM 复核、冻结相机/投影 holdout,figures/fig_4_05.py,data/computed/chapter4_fig45_fig48_vertical_manifold_audit.csv;data/computed/chapter4_fig45_fig48_vertical_manifold_audit.npz;data/computed/chapter4_fig43_fig46_camera_static_metrics.csv;data/computed/chapter4_fig43_fig46_projection_fit_metrics.csv;data/computed/chapter4_fig43_fig46_projection_holdout_audit.csv;data/computed/chapter4_fig43_fig46_projection_diagnostic.csv,corrected L1 quasi-vertical +x fixed-time full-torus unstable-manifold snapshots at four paper times,boundary,data/computed/chapter4_fig45_fig48_vertical_manifold_audit.csv;data/computed/chapter4_fig45_fig48_vertical_manifold_audit.npz;data/computed/chapter4_fig43_fig46_camera_static_metrics.csv;data/computed/chapter4_fig43_fig46_projection_fit_metrics.csv;data/computed/chapter4_fig43_fig46_projection_holdout_audit.csv;data/computed/chapter4_fig43_fig46_projection_diagnostic.csv,残差: worst source residual: 4.982185846358393e-10; accepted rows: 4; DG dependency: corrected L1 DG eigenvectors and manifold validation row；Jacobi: 6.440092903403638e-11；周期/相位: manifold growth ratio: 0.9717804282196859..1.094344709597075; manifold dependency: data/computed/chapter4_fig45_fig48_vertical_manifold_audit.csv;data/computed/chapter4_fig45_fig48_vertical_manifold_audit.npz;data/computed/chapter4_fig43_fig46_camera_static_metrics.csv;data/computed/chapter4_fig43_fig46_projection_fit_metrics.csv;data/computed/chapter4_fig43_fig46_projection_holdout_audit.csv;data/computed/chapter4_fig43_fig46_projection_diagnostic.csv；稳定性: See Chapter 4 DG source-layer audit,"PNG bytes 1009863; PDF bytes 1234039; boundary: The legacy history-prefix root cause (surface[:stop]) is fixed: each panel now evaluates a fixed-time full-torus window over tau+[0,T0]. All four state-space numerical and local STM rows pass; the epsilon-dependent configuration-reach check also passes. The paper camera and development epsilon are hash-locked. Static anchors pass 16/16, but the separately committed panel-(d) red-surface projection holdout passes 0/4, so paper_projection_acceptance=fail and paper_3d_equivalence=false. No paper-view, physical-flight, or 3D-equivalence claim is made.",状态空间与局部 STM 数值行通过。,"PNG bytes 1009863; PDF bytes 1234039; boundary: The legacy history-prefix root cause (surface[:stop]) is fixed: each panel now evaluates a fixed-time full-torus window over tau+[0,T0]. All four state-space numerical and local STM rows pass; the epsilon-dependent configuration-reach check also passes. The paper camera and development epsilon are hash-locked. Static anchors pass 16/16, but the separately committed panel-(d) red-surface projection holdout passes 0/4, so paper_projection_acceptance=fail and paper_3d_equivalence=false. No paper-view, physical-flight, or 3D-equivalence claim is made.",冻结 panel-(d) 投影 holdout 为 0/4。,当前逐图审计已给出受控边界；未把投影、原始节点或高保真条件缺失解释为数值等价。,论文投影轮廓与当前渲染/源环面语义仍不一致。,"The legacy history-prefix root cause (surface[:stop]) is fixed: each panel now evaluates a fixed-time full-torus window over tau+[0,T0]. All four state-space numerical and local STM rows pass; the epsilon-dependent configuration-reach check also passes. The paper camera and development epsilon are hash-locked. Static anchors pass 16/16, but the separately committed panel-(d) red-surface projection holdout passes 0/4, so paper_projection_acceptance=fail and paper_3d_equivalence=false. No paper-view, physical-flight, or 3D-equivalence claim is made.",不得声明论文视角、物理飞行或三维等价。,Keep the 12.66-day vertical member fixed and test N33-to-N45/N57 DG-direction and 3D-sheet convergence plus frozen renderer/time-mapping negative controls; do not retune panel (d).,B,真实数值解与主要物理趋势受支持；严格论文等价仍有边界,false,阶段 C 证据绑定；所有结论来自当前权威表、逐图审计和实际图形资产。
4.6,4,Fig. 4.6,92,108,"Figure 4.6. Unstable manifold in the -x-direction for an Earth-Moon L1 quasi-vertical orbit (JC = 3.1389). Trajectories associated with one invariant curve are shown in black. A snap shot of the points are recorded after (a) 8.05 days, (b) 10.08 days, (c) 11.77 days and (d) 13.46 days.",pdf_caption_block,reports/mccarthy2018_figure_comparison/assets/original/fig_4_6_original.png,reports/mccarthy2018_figure_comparison/assets/reproduced/fig_4_6_reproduced.png,reports/mccarthy2018_figure_comparison/assets/comparison/fig_4_6_comparison.png,拟垂直 -x 方向不稳定流形,Quasi-vertical unstable manifold in -x direction,Earth-Moon CR3BP,主星-次星质心旋转（synodic）无量纲坐标；图中物理量按脚本输出为无量纲量、km 或 day,"L1 quasi-vertical -x unstable manifold; JC=3.1389; snapshots=8.05,10.08,11.77,13.46 day",固定时刻全环面流形传播、局部 STM 复核、冻结相机/投影 holdout,figures/fig_4_06.py,data/computed/chapter4_fig45_fig48_vertical_manifold_audit.csv;data/computed/chapter4_fig45_fig48_vertical_manifold_audit.npz;data/computed/chapter4_fig43_fig46_camera_static_metrics.csv;data/computed/chapter4_fig43_fig46_projection_fit_metrics.csv;data/computed/chapter4_fig43_fig46_projection_holdout_audit.csv;data/computed/chapter4_fig43_fig46_projection_diagnostic.csv,corrected L1 quasi-vertical -x fixed-time full-torus unstable-manifold snapshots at four paper times,boundary,data/computed/chapter4_fig45_fig48_vertical_manifold_audit.csv;data/computed/chapter4_fig45_fig48_vertical_manifold_audit.npz;data/computed/chapter4_fig43_fig46_camera_static_metrics.csv;data/computed/chapter4_fig43_fig46_projection_fit_metrics.csv;data/computed/chapter4_fig43_fig46_projection_holdout_audit.csv;data/computed/chapter4_fig43_fig46_projection_diagnostic.csv,残差: worst source residual: 4.982185846358393e-10; accepted rows: 4; DG dependency: corrected L1 DG eigenvectors and manifold validation row；Jacobi: 4.884981308350689e-15；周期/相位: manifold growth ratio: 0.8614776653747258..0.9885300536877248; manifold dependency: data/computed/chapter4_fig45_fig48_vertical_manifold_audit.csv;data/computed/chapter4_fig45_fig48_vertical_manifold_audit.npz;data/computed/chapter4_fig43_fig46_camera_static_metrics.csv;data/computed/chapter4_fig43_fig46_projection_fit_metrics.csv;data/computed/chapter4_fig43_fig46_projection_holdout_audit.csv;data/computed/chapter4_fig43_fig46_projection_diagnostic.csv；稳定性: See Chapter 4 DG source-layer audit,"PNG bytes 507871; PDF bytes 1172489; boundary: The legacy history-prefix root cause (surface[:stop]) is fixed: each panel now evaluates a fixed-time full-torus window over tau+[0,T0]. All four state-space numerical and local STM rows pass; the epsilon-dependent configuration-reach check also passes. The paper camera and development epsilon are hash-locked. Static anchors pass 16/16, but the separately committed panel-(d) red-surface projection holdout passes 0/4, so paper_projection_acceptance=fail and paper_3d_equivalence=false. No paper-view, physical-flight, or 3D-equivalence claim is made.",状态空间与局部 STM 数值行通过。,"PNG bytes 507871; PDF bytes 1172489; boundary: The legacy history-prefix root cause (surface[:stop]) is fixed: each panel now evaluates a fixed-time full-torus window over tau+[0,T0]. All four state-space numerical and local STM rows pass; the epsilon-dependent configuration-reach check also passes. The paper camera and development epsilon are hash-locked. Static anchors pass 16/16, but the separately committed panel-(d) red-surface projection holdout passes 0/4, so paper_projection_acceptance=fail and paper_3d_equivalence=false. No paper-view, physical-flight, or 3D-equivalence claim is made.",冻结 panel-(d) 投影 holdout 为 0/4。,当前逐图审计已给出受控边界；未把投影、原始节点或高保真条件缺失解释为数值等价。,论文投影轮廓与当前渲染/源环面语义仍不一致。,"The legacy history-prefix root cause (surface[:stop]) is fixed: each panel now evaluates a fixed-time full-torus window over tau+[0,T0]. All four state-space numerical and local STM rows pass; the epsilon-dependent configuration-reach check also passes. The paper camera and development epsilon are hash-locked. Static anchors pass 16/16, but the separately committed panel-(d) red-surface projection holdout passes 0/4, so paper_projection_acceptance=fail and paper_3d_equivalence=false. No paper-view, physical-flight, or 3D-equivalence claim is made.",不得声明论文视角、物理飞行或三维等价。,Keep the 12.66-day vertical member fixed and test N33-to-N45/N57 DG-direction and 3D-sheet convergence plus frozen renderer/time-mapping negative controls; do not retune panel (d).,B,真实数值解与主要物理趋势受支持；严格论文等价仍有边界,false,阶段 C 证据绑定；所有结论来自当前权威表、逐图审计和实际图形资产。
4.7,4,Fig. 4.7,93,109,Figure 4.7. Unstable manifold trajectories from an L1 quasi-halo orbit (red) and the unstable trajectories from the associated periodic halo orbit (black) in the Earth-Moon system.,pdf_caption_block,reports/mccarthy2018_figure_comparison/assets/original/fig_4_7_original.png,reports/mccarthy2018_figure_comparison/assets/reproduced/fig_4_7_reproduced.png,reports/mccarthy2018_figure_comparison/assets/comparison/fig_4_7_comparison.png,拟 Halo 与周期 Halo 流形对照,Quasi-halo and periodic halo manifold comparison,Earth-Moon CR3BP,主星-次星质心旋转（synodic）无量纲坐标；图中物理量按脚本输出为无量纲量、km 或 day,L1 quasi-halo unstable manifold compared with associated periodic halo manifold,DG 特征方向扰动与全局不稳定流形传播对照,figures/fig_4_07.py,data/computed/chapter4_corrected_l1_constant_energy_halo_unstable_manifolds.csv,corrected quasi-halo manifold with periodic-halo comparison,boundary,data/computed/chapter4_corrected_l1_constant_energy_halo_unstable_manifolds.csv,残差: worst source residual: 9.322175255756186e-10; accepted rows: 1; DG dependency: corrected L1 DG eigenvectors and manifold validation row；Jacobi: 1.332267629550188e-15；周期/相位: manifold growth ratio: 0.8667050797832782; manifold dependency: data/computed/chapter4_corrected_l1_constant_energy_halo_unstable_manifolds.csv；稳定性: See Chapter 4 DG source-layer audit,"PNG bytes 187321; PDF bytes 66859; boundary: The internal dynamics gate passes for snapshot time, residual, Jacobi drift, and local growth, and no analytic proxy layer is used. Thesis projection geometry is not validated and the current contact sheet shows a material global-reach/topology mismatch: the quasi-halo source remains the local terminal x=0.841718..0.849797 branch and lacks the thesis topology/density. Because this is a single-view 3D panel, image digitization can only support a locked-camera projection-space audit, not a 3D pointwise claim.",内部动力学、Jacobi 漂移与局部增长检查通过。,"PNG bytes 187321; PDF bytes 66859; boundary: The internal dynamics gate passes for snapshot time, residual, Jacobi drift, and local growth, and no analytic proxy layer is used. Thesis projection geometry is not validated and the current contact sheet shows a material global-reach/topology mismatch: the quasi-halo source remains the local terminal x=0.841718..0.849797 branch and lacks the thesis topology/density. Because this is a single-view 3D panel, image digitization can only support a locked-camera projection-space audit, not a 3D pointwise claim.",全局流形到达范围和论文投影拓扑存在明显差异。,当前逐图审计已给出受控边界；未把投影、原始节点或高保真条件缺失解释为数值等价。,当前源族只覆盖局部终端分支，缺少论文密集全局拓扑。,"The internal dynamics gate passes for snapshot time, residual, Jacobi drift, and local growth, and no analytic proxy layer is used. Thesis projection geometry is not validated and the current contact sheet shows a material global-reach/topology mismatch: the quasi-halo source remains the local terminal x=0.841718..0.849797 branch and lacks the thesis topology/density. Because this is a single-view 3D panel, image digitization can only support a locked-camera projection-space audit, not a 3D pointwise claim.",只声明内部动力学源层，不声明投影几何等价。,Reproduce the dense global quasi-halo/periodic-halo topology under a locked paper camera before projection-space comparison.,B,真实数值解与主要物理趋势受支持；严格论文等价仍有边界,false,阶段 C 证据绑定；所有结论来自当前权威表、逐图审计和实际图形资产。
4.8,4,Fig. 4.8,93,109,Figure 4.8. Unstable manifold trajectories from an L1 quasi-vertical orbit (red) and the unstable trajectories from the associated periodic halo orbit (black) in the Earth-Moon system.,pdf_caption_block,reports/mccarthy2018_figure_comparison/assets/original/fig_4_8_original.png,reports/mccarthy2018_figure_comparison/assets/reproduced/fig_4_8_reproduced.png,reports/mccarthy2018_figure_comparison/assets/comparison/fig_4_8_comparison.png,拟垂直与周期 Halo 流形对照,Quasi-vertical and periodic halo manifold comparison,Earth-Moon CR3BP,主星-次星质心旋转（synodic）无量纲坐标；图中物理量按脚本输出为无量纲量、km 或 day,L1 quasi-vertical unstable manifold compared with associated periodic-orbit manifold,DG 特征方向扰动与全局不稳定流形传播对照,figures/fig_4_08.py,data/computed/chapter4_corrected_vertical_global_unstable_manifold.csv,corrected 33-node JC=3.1389 quasi-vertical global unstable manifold with periodic-halo comparison,boundary,data/computed/chapter4_corrected_vertical_global_unstable_manifold.csv,残差: worst source residual: 4.982185846358393e-10; accepted rows: 1; DG dependency: corrected L1 DG eigenvectors and manifold validation row；Jacobi: 1.77635683940025e-15；周期/相位: manifold growth ratio: 0.8655154043045946; manifold dependency: data/computed/chapter4_corrected_vertical_global_unstable_manifold.csv；稳定性: See Chapter 4 DG source-layer audit,"PNG bytes 214589; PDF bytes 184164; boundary: The internal dynamics gate passes for snapshot time, residual, Jacobi drift, and local growth, and no analytic proxy layer is used. Thesis projection geometry is not validated and the current contact sheet shows a material global-reach/topology mismatch: the quasi-vertical source remains the local terminal x=0.784378..0.837716 branch and lacks the thesis Earthward reach. Because this is a single-view 3D panel, image digitization can only support a locked-camera projection-space audit, not a 3D pointwise claim.",内部动力学、Jacobi 漂移与局部增长检查通过。,"PNG bytes 214589; PDF bytes 184164; boundary: The internal dynamics gate passes for snapshot time, residual, Jacobi drift, and local growth, and no analytic proxy layer is used. Thesis projection geometry is not validated and the current contact sheet shows a material global-reach/topology mismatch: the quasi-vertical source remains the local terminal x=0.784378..0.837716 branch and lacks the thesis Earthward reach. Because this is a single-view 3D panel, image digitization can only support a locked-camera projection-space audit, not a 3D pointwise claim.",全局流形到达范围和论文投影拓扑存在明显差异。,当前逐图审计已给出受控边界；未把投影、原始节点或高保真条件缺失解释为数值等价。,当前源族只覆盖局部终端分支，缺少论文密集全局拓扑。,"The internal dynamics gate passes for snapshot time, residual, Jacobi drift, and local growth, and no analytic proxy layer is used. Thesis projection geometry is not validated and the current contact sheet shows a material global-reach/topology mismatch: the quasi-vertical source remains the local terminal x=0.784378..0.837716 branch and lacks the thesis Earthward reach. Because this is a single-view 3D panel, image digitization can only support a locked-camera projection-space audit, not a 3D pointwise claim.",只声明内部动力学源层，不声明投影几何等价。,Reproduce the dense Earthward quasi-vertical/periodic topology under a locked paper camera before projection-space comparison.,B,真实数值解与主要物理趋势受支持；严格论文等价仍有边界,false,阶段 C 证据绑定；所有结论来自当前权威表、逐图审计和实际图形资产。
5.1,5,Fig. 5.1,96,112,"Figure 5.1. Single Sun-Earth L1 quasi-vertical trajectory propagated for (a) 325 days, (b) 1,068 days, and (c) 2,182 days.",pdf_caption_block,reports/mccarthy2018_figure_comparison/assets/original/fig_5_1_original.png,reports/mccarthy2018_figure_comparison/assets/reproduced/fig_5_1_reproduced.png,reports/mccarthy2018_figure_comparison/assets/comparison/fig_5_1_comparison.png,日地 L1 拟垂直轨道长时传播,Sun-Earth L1 quasi-vertical long propagation,Sun-Earth CR3BP,主星-次星质心旋转（synodic）无量纲坐标；图中物理量按脚本输出为无量纲量、km 或 day,"single corrected Sun-Earth L1 quasi-vertical trajectory propagated 325,1068,2182 day",Sun-Earth L1 校正 Lissajous 不变环面与长时传播审计,figures/fig_5_01.py,data/computed/chapter5_sun_earth_l1_lissajous_torus_surface.csv,corrected Sun-Earth L1 two-frequency Lissajous torus trajectories,boundary,data/computed/chapter5_sun_earth_l1_lissajous_torus_surface.csv,残差: accepted source rows: 1; Route H dependency: none; BCR4BP dependency: none；Jacobi: See Chapter 5 source-layer audit; not a single CR3BP Jacobi metric for all application figures；周期/相位: See Chapter 5 source-layer audit for endpoint/defect boundary,PNG bytes 416295; PDF bytes 178866; boundary: The analytic torus and center-mode overlays are removed. Remaining boundaries are the source-torus y-amplitude excess and pointwise thesis comparison.,当前结果包含真实数值解，动力学对象、拓扑或主要变化趋势与原图目标相对应。,PNG bytes 416295; PDF bytes 178866; boundary: The analytic torus and center-mode overlays are removed. Remaining boundaries are the source-torus y-amplitude excess and pointwise thesis comparison.,原始节点、完整分支、相位、投影参数或任务约束未完全公开，尚不能证明逐点等价。,当前逐图审计已给出受控边界；未把投影、原始节点或高保真条件缺失解释为数值等价。,差异与未公开源数据、分支覆盖、相位/视角或模型保真度边界相符，但不作唯一归因。,The analytic torus and center-mode overlays are removed. Remaining boundaries are the source-torus y-amplitude excess and pointwise thesis comparison.,结论限于当前真实数值源层和已报告趋势，不扩展为严格论文等价。,Reduce the corrected torus y-amplitude discrepancy and digitize the thesis panels for pointwise comparison.,B,真实数值解与主要物理趋势受支持；严格论文等价仍有边界,false,阶段 C 证据绑定；所有结论来自当前权威表、逐图审计和实际图形资产。
5.2,5,Fig. 5.2,98,114,Figure 5.2. Eclipsing geometry of the Sun and the Moon.,pdf_caption_block,reports/mccarthy2018_figure_comparison/assets/original/fig_5_2_original.png,reports/mccarthy2018_figure_comparison/assets/reproduced/fig_5_2_reproduced.png,reports/mccarthy2018_figure_comparison/assets/comparison/fig_5_2_comparison.png,日—月食几何示意,Sun-Moon eclipsing geometry,几何/算法示意（数值动力学模型不作为该图验收对象）,"无物理状态坐标系；局部二维示意绘图坐标（Sun=(0,0)、Moon=(5.6,0)），原点、轴向和历元不作为数值元数据",Sun-Moon eclipsing geometry,几何关系示意与确定性绘图,figures/fig_5_02.py,geometry schematic,mission-geometry schematic,proxy,geometry schematic,残差: accepted source rows: 0; Route H dependency: none; BCR4BP dependency: none；Jacobi: See Chapter 5 source-layer audit; not a single CR3BP Jacobi metric for all application figures；周期/相位: See Chapter 5 source-layer audit for endpoint/defect boundary,PNG bytes 87543; PDF bytes 13167; boundary: No numerical source-layer is required for the current schematic role.,当前结果重构了坐标、几何或算法语义，不承担定量数值等价证明。,PNG bytes 87543; PDF bytes 13167; boundary: No numerical source-layer is required for the current schematic role.,线型、布局与标注为本项目独立绘制，不以像素相似作为验收目标。,当前逐图审计已给出受控边界；未把投影、原始节点或高保真条件缺失解释为数值等价。,示意图目标是语义和几何关系，而非原图数据重建。,No numerical source-layer is required for the current schematic role.,只可用于概念说明，不得报告数值误差或严格等价。,No numerical upgrade needed unless the thesis artwork must be redrawn exactly.,D,示意或代理层；不得写成定量数值复现,true,阶段 C 证据绑定；所有结论来自当前权威表、逐图审计和实际图形资产。
5.3,5,Fig. 5.3,100,116,Figure 5.3. Earth-Moon-spacecraft line of sight geometry.,pdf_caption_block,reports/mccarthy2018_figure_comparison/assets/original/fig_5_3_original.png,reports/mccarthy2018_figure_comparison/assets/reproduced/fig_5_3_reproduced.png,reports/mccarthy2018_figure_comparison/assets/comparison/fig_5_3_comparison.png,地—月—航天器视线几何,Earth-Moon-spacecraft line-of-sight geometry,几何/算法示意（数值动力学模型不作为该图验收对象）,"无物理状态坐标系；局部二维示意绘图坐标（Earth=(0,0)、Moon=(4.0,0)），原点、轴向和历元不作为数值元数据",Earth-Moon-spacecraft line-of-sight geometry,几何关系示意与确定性绘图,figures/fig_5_03.py,geometry schematic,mission-geometry schematic,proxy,geometry schematic,残差: accepted source rows: 0; Route H dependency: none; BCR4BP dependency: none；Jacobi: See Chapter 5 source-layer audit; not a single CR3BP Jacobi metric for all application figures；周期/相位: See Chapter 5 source-layer audit for endpoint/defect boundary,PNG bytes 64008; PDF bytes 12487; boundary: No numerical source-layer is required for the current schematic role.,当前结果重构了坐标、几何或算法语义，不承担定量数值等价证明。,PNG bytes 64008; PDF bytes 12487; boundary: No numerical source-layer is required for the current schematic role.,线型、布局与标注为本项目独立绘制，不以像素相似作为验收目标。,当前逐图审计已给出受控边界；未把投影、原始节点或高保真条件缺失解释为数值等价。,示意图目标是语义和几何关系，而非原图数据重建。,No numerical source-layer is required for the current schematic role.,只可用于概念说明，不得报告数值误差或严格等价。,No numerical upgrade needed unless the thesis artwork must be redrawn exactly.,D,示意或代理层；不得写成定量数值复现,true,阶段 C 证据绑定；所有结论来自当前权威表、逐图审计和实际图形资产。
5.4,5,Fig. 5.4,101,117,Figure 5.4. Sun-Earth-Moon geometry over two lunar synodic periods,pdf_caption_block,reports/mccarthy2018_figure_comparison/assets/original/fig_5_4_original.png,reports/mccarthy2018_figure_comparison/assets/reproduced/fig_5_4_reproduced.png,reports/mccarthy2018_figure_comparison/assets/comparison/fig_5_4_comparison.png,日—地—月会合坐标几何,Sun-Earth-Moon synodic geometry,几何/算法示意（数值动力学模型不作为该图验收对象）,"无物理状态坐标系；局部二维日—地—月会合示意坐标（Sun=(0,0)），历元不适用",Sun-Earth-Moon synodic geometry,几何关系示意与确定性绘图,figures/fig_5_04.py,geometry schematic,mission-geometry schematic,proxy,geometry schematic,残差: accepted source rows: 0; Route H dependency: none; BCR4BP dependency: none；Jacobi: See Chapter 5 source-layer audit; not a single CR3BP Jacobi metric for all application figures；周期/相位: See Chapter 5 source-layer audit for endpoint/defect boundary,PNG bytes 205910; PDF bytes 17825; boundary: No numerical source-layer is required for the current schematic role.,当前结果重构了坐标、几何或算法语义，不承担定量数值等价证明。,PNG bytes 205910; PDF bytes 17825; boundary: No numerical source-layer is required for the current schematic role.,线型、布局与标注为本项目独立绘制，不以像素相似作为验收目标。,当前逐图审计已给出受控边界；未把投影、原始节点或高保真条件缺失解释为数值等价。,示意图目标是语义和几何关系，而非原图数据重建。,No numerical source-layer is required for the current schematic role.,只可用于概念说明，不得报告数值误差或严格等价。,No numerical upgrade needed unless the thesis artwork must be redrawn exactly.,D,示意或代理层；不得写成定量数值复现,true,阶段 C 证据绑定；所有结论来自当前权威表、逐图审计和实际图形资产。
5.5,5,Fig. 5.5,102,118,"Figure 5.5. Quasi-DRO with a mapping time of 14.75 days (grey) and the associated planar periodic DRO (green). A trajectory segment (blue) is propagated for 10 returns through the stroboscopic map, or 147.5 days, where the red circle indicates the beginning of the trajectory. The initial invariant curve is plotted in black",pdf_caption_block,reports/mccarthy2018_figure_comparison/assets/original/fig_5_5_original.png,reports/mccarthy2018_figure_comparison/assets/reproduced/fig_5_5_reproduced.png,reports/mccarthy2018_figure_comparison/assets/comparison/fig_5_5_comparison.png,拟 DRO 与对应平面周期 DRO,Quasi-DRO and associated planar periodic DRO,Earth-Moon CR3BP,主星-次星质心旋转（synodic）无量纲坐标；图中物理量按脚本输出为无量纲量、km 或 day,quasi-DRO T0=14.75 day; planar DRO rp=73800 km; 10 returns=147.5 day; planar LOS outage about 2.3 h/rev; quasi-DRO zero outage,Earth-Moon quasi-DRO 数值族与周期 DRO 对照,figures/fig_5_05.py,data/computed/chapter5_corrected_dro_quasi_dro_return.csv,corrected DRO and quasi-DRO return CR3BP baseline,boundary,data/computed/chapter5_corrected_dro_quasi_dro_return.csv,残差: accepted source rows: 30; Route H dependency: supporting upstream only; BCR4BP dependency: none；Jacobi: See Chapter 5 source-layer audit; not a single CR3BP Jacobi metric for all application figures；周期/相位: See Chapter 5 source-layer audit for endpoint/defect boundary,PNG bytes 556878; PDF bytes 142885; boundary: CR3BP return evidence does not yet provide a corrected ephemeris/BCR4BP trajectory replacement.,当前结果包含真实数值解，动力学对象、拓扑或主要变化趋势与原图目标相对应。,PNG bytes 556878; PDF bytes 142885; boundary: CR3BP return evidence does not yet provide a corrected ephemeris/BCR4BP trajectory replacement.,原始节点、完整分支、相位、投影参数或任务约束未完全公开，尚不能证明逐点等价。,当前逐图审计已给出受控边界；未把投影、原始节点或高保真条件缺失解释为数值等价。,差异与未公开源数据、分支覆盖、相位/视角或模型保真度边界相符，但不作唯一归因。,CR3BP return evidence does not yet provide a corrected ephemeris/BCR4BP trajectory replacement.,结论限于当前真实数值源层和已报告趋势，不扩展为严格论文等价。,Promote only after a corrected ephemeris or BCR4BP return arc is accepted for this specific figure.,B,真实数值解与主要物理趋势受支持；严格论文等价仍有边界,false,阶段 C 证据绑定；所有结论来自当前权威表、逐图审计和实际图形资产。
5.6,5,Fig. 5.6,103,119,"Figure 5.6. Quasi-DRO trajectories converged in the Sun-Earth-Moon ephemeris model, where the insertion condition is in denoted by the red circle for (a) θ1 = 0◦, (b) θ1 = 24◦, (c) θ1 = 80◦, and (d) θ1 = 120◦. The lunar shadow is rendered in grey.",pdf_caption_block,reports/mccarthy2018_figure_comparison/assets/original/fig_5_6_original.png,reports/mccarthy2018_figure_comparison/assets/reproduced/fig_5_6_reproduced.png,reports/mccarthy2018_figure_comparison/assets/comparison/fig_5_6_comparison.png,不同相位的拟 DRO 星历轨迹,Quasi-DRO ephemeris trajectories by phase,DE421 星历初始化的 Earth-Moon 几何/传播基线,月心瞬时 Sun–Moon 正交旋转坐标，X 指向 Sun、Z 为 Sun–Moon 轨道角动量方向，单位 km；共同历元 2020-06-15T00:00:00Z,"DE421 Sun-Earth-Moon ephemeris-corrected quasi-DRO; epoch=2020-06-15; insertion phase=0,24,80,120 deg",Route H 初始几何与 DE421 历元/相位场景传播,figures/fig_5_06.py,data/computed/chapter5_de421_quasi_dro_scenes.csv,Route H quasi-DRO embedded in DE421-oriented Sun-Moon frame,boundary,data/computed/chapter5_de421_quasi_dro_scenes.csv,残差: accepted source rows: 30; Route H dependency: accepted Route H upstream member; BCR4BP dependency: none；Jacobi: See Chapter 5 source-layer audit; not a single CR3BP Jacobi metric for all application figures；周期/相位: See Chapter 5 source-layer audit for endpoint/defect boundary,"PNG bytes 588057; PDF bytes 124247; boundary: DE421-oriented frame embedding is a geometry baseline, not a fully corrected ephemeris shooting solution.",当前结果包含真实数值解，动力学对象、拓扑或主要变化趋势与原图目标相对应。,"PNG bytes 588057; PDF bytes 124247; boundary: DE421-oriented frame embedding is a geometry baseline, not a fully corrected ephemeris shooting solution.",原始节点、完整分支、相位、投影参数或任务约束未完全公开，尚不能证明逐点等价。,当前逐图审计已给出受控边界；未把投影、原始节点或高保真条件缺失解释为数值等价。,差异与未公开源数据、分支覆盖、相位/视角或模型保真度边界相符，但不作唯一归因。,"DE421-oriented frame embedding is a geometry baseline, not a fully corrected ephemeris shooting solution.",结论限于当前真实数值源层和已报告趋势，不扩展为严格论文等价。,Add ephemeris/BCR4BP defect correction before claiming original application-figure replacement.,B,真实数值解与主要物理趋势受支持；严格论文等价仍有边界,false,阶段 C 证据绑定；所有结论来自当前权威表、逐图审计和实际图形资产。
